Show,Week,Theater,This Week Gross,Potential Gross,Diff $,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,Performances,Previews,% Cap,Diff % cap,Genre,Number of Awards,Awards,Season,Month
& Juliet,2024-06-16,Stephen Sondheim Theatre,"$838,261.90",,"-$25,555.00",$117.37,$323.00,"7,142","1,026",8,0,87.01%,0.40%,Original,22,1,Summer,6
Wicked,2024-06-09,Gershwin Theatre,"$2,077,910.00",,"$96,650.00",$137.84,$275.00,"15,075","1,926",8,0,97.84%,-0.99%,Original,33,1,Summer,6
Water For Elephants,2024-06-09,Imperial Theatre,"$1,019,986.05",,"$55,255.45",$111.88,$278.00,"9,117","1,385",8,0,82.28%,2.98%,Original,23,1,Summer,6
Uncle Vanya,2024-06-09,Vivian Beaumont Theater,"$1,011,205.00",,"$276,825.00",$124.14,$299.00,"8,146","1,047",8,0,97.25%,23.06%,Revival,5,1,Summer,6
The Wiz,2024-06-09,Marquis Theatre,"$1,372,093.90",,"-$7,697.00",$114.50,$399.00,"11,983","1,600",8,0,93.62%,1.66%,Revival,6,1,Summer,6
The Who's Tommy,2024-06-09,Nederlander Theatre,"$750,391.99",,"$9,264.98",$111.60,$299.00,"6,724","1,175",8,0,71.53%,-1.45%,Revival,13,1,Summer,6
The Outsiders,2024-06-09,Bernard B. Jacobs Theatre,"$1,101,597.85",,"$77,347.80",$131.79,$308.00,"8,359","1,024",8,0,102.04%,1.38%,Original,31,1,Summer,6
The Notebook,2024-06-09,Gerald Schoenfeld Theatre,"$711,410.10",,"$43,929.60",$98.03,$278.00,"7,257","1,017",8,0,89.20%,7.26%,Original,9,1,Summer,6
The Lion King,2024-06-09,Minskoff Theatre,"$2,090,663.80",,"$6,625.15",$163.27,$277.00,"12,805","1,696",8,0,94.38%,2.23%,Original,32,1,Summer,6
The Heart of Rock and Roll,2024-06-09,James Earl Jones Theatre,"$272,050.60",,"$14,563.70",$57.91,$267.00,"4,698","1,054",8,0,55.72%,-2.59%,Original,4,1,Summer,6
The Great Gatsby,2024-06-09,Broadway Theatre,"$1,172,166.76",,"$68,703.40",$105.66,$277.00,"11,094","1,485",8,0,93.38%,5.69%,Original,7,1,Summer,6
The Book of Mormon,2024-06-09,Eugene O'Neill Theatre,"$872,750.56",,"$34,793.28",$109.92,$0.00,"7,940","1,066",8,0,93.11%,1.80%,Original,36,1,Summer,6
Suffs,2024-06-09,Music Box Theatre,"$851,814.45",,"$92,547.94",$115.56,$278.00,"7,371",973,8,0,94.69%,4.17%,Original,23,1,Summer,6
Stereophonic,2024-06-09,John Golden Theatre,"$872,336.70",,"$47,501.60",$140.61,$348.00,"6,204",778,8,0,99.68%,1.06%,Original,37,1,Summer,6
SIX: The Musical,2024-06-09,Lena Horne Theatre,"$845,077.70",,"$33,425.10",$114.84,$249.00,"7,359","1,031",8,0,89.22%,-0.47%,One Act,28,1,Summer,6
Patriots,2024-06-09,Ethel Barrymore Theatre,"$293,233.05",,"$12,555.75",$57.28,$273.00,"5,119","1,035",8,0,61.82%,3.85%,Original,10,1,Summer,6
Moulin Rouge! The Musical,2024-06-09,Al Hirschfeld Theatre,"$989,616.82",,"$29,124.50",$102.98,$0.00,"9,610","1,300",8,0,92.40%,-1.04%,Original,24,1,Summer,6
Mother Play,2024-06-09,Helen Hayes Theater,"$685,650.25",,"$157,434.25",$148.09,$326.50,"4,630",581,8,0,99.61%,8.58%,One Act,14,1,Summer,6
MJ The Musical,2024-06-09,Neil Simon Theatre,"$1,253,407.75",,"$14,166.75",$134.04,$329.00,"9,351","1,387",8,0,84.27%,-1.41%,Original,30,1,Summer,6
Merrily We Roll Along,2024-06-09,Hudson Theatre,"$1,762,019.00",,"$613,415.80",$228.00,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,6
Mary Jane,2024-06-09,Samuel J. Friedman Theatre,"$376,415.00",,"-$85,029.00",$84.30,$299.00,"4,465",643,8,0,86.80%,-2.55%,One Act,10,1,Summer,6
Illinoise,2024-06-09,St. James Theatre,"$700,853.66",,"-$1,157.09",$88.64,$0.00,"7,907","1,337",7,0,84.49%,1.58%,One Act,12,1,Summer,6
Home,2024-06-09,Todd Haimes Theatre,"$111,564.00",,"-$4,884.00",$29.70,$253.00,"3,756",740,6,1,72.51%,-1.70%,One Act,3,1,Summer,6
Hell's Kitchen,2024-06-09,Sam S. Shubert Theatre,"$1,638,208.30",,"$77,957.50",$139.62,$323.00,"11,733","1,457",8,0,100.66%,0.03%,Original,26,1,Summer,6
Harry Potter and the Cursed Child,2024-06-09,Lyric Theatre,"$1,123,558.40",,"$44,503.20",$96.24,$299.00,"11,674","1,622",8,0,89.97%,3.73%,Original,33,1,Summer,6
Hamilton,2024-06-09,Richard Rodgers Theatre,"$1,905,404.00",,"$23,593.75",$180.95,$399.00,"10,530","1,324",8,0,99.41%,1.46%,Original,46,1,Summer,6
Hadestown,2024-06-09,Walter Kerr Theatre,"$870,653.00",,"$42,065.25",$117.89,$0.00,"7,385",918,8,0,100.56%,3.12%,Original,39,1,Summer,6
Chicago,2024-06-09,Ambassador Theatre,"$581,119.53",,"$31,872.78",$102.04,$237.00,"5,695","1,080",8,0,65.91%,2.33%,Revival,25,1,Summer,6
Cabaret,2024-06-09,August Wilson Theatre,"$1,899,832.30",,"$35,574.85",$222.28,$0.00,"8,547","1,070",8,0,99.85%,0.66%,Revival,22,1,Summer,6
Ben Platt: Live at the Palace,2024-06-09,Palace Theatre,"$680,805.65",,"$30,499.75",$84.80,$349.00,"8,028","1,647",6,0,81.24%,7.38%,Original,0,0,Summer,6
Back To The Future,2024-06-09,Winter Garden Theatre,"$1,100,486.60",,"$143,875.03",$102.86,$267.00,"10,699","1,478",8,0,90.49%,9.27%,Broadway,7,1,Summer,6
Appropriate,2024-06-09,Belasco Theatre,"$810,892.90",,"$62,709.20",$117.15,$328.00,"6,922","1,013",8,0,85.41%,-4.84%,Original,23,1,Summer,6
An Enemy of the People,2024-06-09,Circle in the Square Theatre,"$1,047,796.26",,"$2,300.76",$153.64,$480.00,"6,820",828,8,0,102.96%,-0.09%,Drama,13,1,Summer,6
Aladdin,2024-06-09,New Amsterdam Theatre,"$1,353,019.40",,"$41,569.80",$105.85,$199.50,"12,783","1,727",8,0,92.52%,2.18%,Original,23,1,Summer,6
"A Beautiful Noise, The Neil Diamond Musical",2024-06-09,Broadhurst Theatre,"$941,843.05",,"$138,580.29",$145.82,$348.00,"6,459","1,153",8,0,70.02%,13.62%,Original,10,1,Summer,6
& Juliet,2024-06-09,Stephen Sondheim Theatre,"$863,816.90",,"$88,341.00",$121.51,$323.00,"7,109","1,026",8,0,86.61%,3.47%,Original,22,1,Summer,6
Wicked,2024-06-02,Gershwin Theatre,"$1,981,260.00",,"-$22,232.00",$134.26,$275.00,"14,757","1,867",8,0,98.83%,-1.04%,Original,33,1,Summer,6
Water For Elephants,2024-06-02,Imperial Theatre,"$964,730.60",,"-$63,719.75",$109.80,$278.00,"8,786","1,385",8,0,79.30%,-8.26%,Original,23,1,Summer,6
Uncle Vanya,2024-06-02,Vivian Beaumont Theater,"$734,380.00",,"-$268,341.00",$118.18,$299.00,"6,214","1,047",8,0,74.19%,-21.26%,Revival,5,1,Summer,6
The Wiz,2024-06-02,Marquis Theatre,"$1,379,790.90",,"-$96,140.65",$117.22,$399.00,"11,771","1,600",8,0,91.96%,-4.89%,Revival,6,1,Summer,6
The Who's Tommy,2024-06-02,Nederlander Theatre,"$741,127.01",,"-$97,600.74",$108.04,$299.00,"6,860","1,175",8,0,72.98%,-6.37%,Revival,13,1,Summer,6
The Outsiders,2024-06-02,Bernard B. Jacobs Theatre,"$1,024,250.05",,$265.54,$124.21,$278.00,"8,246","1,024",8,0,100.66%,-1.50%,Original,31,1,Summer,6
The Notebook,2024-06-02,Gerald Schoenfeld Theatre,"$667,480.50",,"-$53,173.90",$100.12,$323.00,"6,667","1,017",8,0,81.94%,-8.28%,Original,9,1,Summer,6
The Lion King,2024-06-02,Minskoff Theatre,"$2,084,038.65",,"-$136,802.90",$166.68,$277.00,"12,503","1,696",8,0,92.15%,-3.83%,Original,32,1,Summer,6
The Heart of Rock and Roll,2024-06-02,James Earl Jones Theatre,"$257,486.90",,"-$52,186.30",$52.37,$267.00,"4,917","1,054",8,0,58.31%,-6.18%,Original,4,1,Summer,6
The Great Gatsby,2024-06-02,Broadway Theatre,"$1,103,463.36",,"-$77,364.39",$105.92,$277.00,"10,418","1,485",8,0,87.69%,-5.57%,Original,7,1,Summer,6
The Book of Mormon,2024-06-02,Eugene O'Neill Theatre,"$837,957.28",,"-$144,801.18",$107.61,$0.00,"7,787","1,066",8,0,91.31%,-5.04%,Original,36,1,Summer,6
Suffs,2024-06-02,Music Box Theatre,"$759,266.51",,$771.36,$107.76,$278.00,"7,046",973,8,0,90.52%,-4.57%,Original,23,1,Summer,6
Stereophonic,2024-06-02,John Golden Theatre,"$824,835.10",,"$40,683.90",$134.38,$348.00,"6,138",778,8,0,98.62%,-0.90%,Original,37,1,Summer,6
SIX: The Musical,2024-06-02,Lena Horne Theatre,"$811,652.60",,"-$67,051.70",$109.71,$249.00,"7,398","1,031",8,0,89.69%,-1.47%,One Act,28,1,Summer,6
Patriots,2024-06-02,Ethel Barrymore Theatre,"$280,677.30",,"-$56,422.55",$58.47,$273.00,"4,800","1,035",8,0,57.97%,-10.44%,Original,10,1,Summer,6
Moulin Rouge! The Musical,2024-06-02,Al Hirschfeld Theatre,"$960,492.32",,"-$152,098.36",$98.84,$0.00,"9,718","1,300",8,0,93.44%,-4.58%,Original,24,1,Summer,6
Mother Play,2024-06-02,Helen Hayes Theater,"$528,216.00",,"$76,479.00",$142.68,$297.00,"3,702",581,7,0,91.03%,-5.50%,One Act,14,1,Summer,6
MJ The Musical,2024-06-02,Neil Simon Theatre,"$1,239,241.00",,"-$260,943.50",$130.35,$329.00,"9,507","1,387",8,0,85.68%,-8.32%,Original,30,1,Summer,6
Merrily We Roll Along,2024-06-02,Hudson Theatre,"$1,148,603.20",,"-$464,003.80",$148.63,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Summer,6
Mary Jane,2024-06-02,Samuel J. Friedman Theatre,"$461,444.00",,"-$29,702.00",$100.40,$299.00,"4,596",643,8,0,89.35%,-6.06%,One Act,10,1,Summer,6
Illinoise,2024-06-02,St. James Theatre,"$702,010.75",,"-$18,397.80",$90.47,$0.00,"7,760","1,337",7,0,82.91%,-4.49%,One Act,12,1,Summer,6
Home,2024-06-02,Todd Haimes Theatre,"$116,448.00",,"$16,582.00",$26.51,$248.00,"4,393",740,0,8,74.21%,4.17%,One Act,3,1,Summer,6
Hell's Kitchen,2024-06-02,Sam S. Shubert Theatre,"$1,560,250.80",,"$5,833.35",$133.03,$323.00,"11,729","1,457",8,0,100.63%,-0.22%,Original,26,1,Summer,6
Harry Potter and the Cursed Child,2024-06-02,Lyric Theatre,"$1,079,055.20",,"-$143,618.80",$96.43,$299.00,"11,190","1,622",8,0,86.24%,4.00%,Original,33,1,Summer,6
Hamilton,2024-06-02,Richard Rodgers Theatre,"$1,881,810.25",,"$77,589.75",$181.38,$399.00,"10,375","1,324",8,0,97.95%,-2.38%,Original,46,1,Summer,6
Hadestown,2024-06-02,Walter Kerr Theatre,"$828,587.75",,"-$89,990.10",$115.79,$0.00,"7,156",918,8,0,97.44%,-2.59%,Original,39,1,Summer,6
Chicago,2024-06-02,Ambassador Theatre,"$549,246.75",,"-$78,914.86",$99.99,$237.00,"5,493","1,080",8,0,63.58%,-7.38%,Revival,25,1,Summer,6
Cabaret,2024-06-02,August Wilson Theatre,"$1,864,257.45",,"$142,497.55",$219.56,$0.00,"8,491","1,070",8,0,99.19%,-0.77%,Revival,22,1,Summer,6
Ben Platt: Live at the Palace,2024-06-02,Palace Theatre,"$650,305.90",,$0.00,$89.10,$349.00,"7,299","1,647",6,0,73.86%,0.00%,Original,0,0,Summer,6
Back To The Future,2024-06-02,Winter Garden Theatre,"$956,611.57",,"-$70,004.68",$99.61,$267.00,"9,604","1,478",8,0,81.22%,-14.26%,Broadway,7,1,Summer,6
Appropriate,2024-06-02,Belasco Theatre,"$748,183.70",,"-$19,777.80",$127.46,$328.00,"5,870",813,8,0,90.25%,-6.97%,Original,23,1,Summer,6
An Enemy of the People,2024-06-02,Circle in the Square Theatre,"$1,045,495.50",,$564.70,$153.16,$480.00,"6,826",828,8,0,103.05%,0.12%,Drama,13,1,Summer,6
Aladdin,2024-06-02,New Amsterdam Theatre,"$1,311,449.60",,"-$44,965.60",$105.07,$199.50,"12,482","1,727",8,0,90.34%,-3.38%,Original,23,1,Summer,6
"A Beautiful Noise, The Neil Diamond Musical",2024-06-02,Broadhurst Theatre,"$803,262.76",,"-$33,728.78",$154.41,$348.00,"5,202","1,153",8,0,56.40%,-9.71%,Original,10,1,Summer,6
& Juliet,2024-06-02,Stephen Sondheim Theatre,"$775,475.90",,"-$102,150.10",$113.64,$323.00,"6,824","1,026",8,0,83.14%,-8.72%,Original,22,1,Summer,6
Wicked,2024-05-26,Gershwin Theatre,"$2,003,492.00",,"$156,449.00",$134.35,$275.00,"14,912","1,867",8,0,99.87%,2.66%,Original,33,1,Spring,5
Water For Elephants,2024-05-26,Imperial Theatre,"$1,028,450.35",,"-$73,168.80",$106.00,$278.00,"9,702","1,385",8,0,87.56%,3.06%,Original,23,1,Spring,5
Uncle Vanya,2024-05-26,Vivian Beaumont Theater,"$1,002,721.00",,"-$50,441.00",$125.42,$299.00,"7,995","1,047",8,0,95.45%,-2.16%,Revival,5,1,Spring,5
The Wiz,2024-05-26,Marquis Theatre,"$1,475,931.55",,"-$21,375.15",$119.06,$399.00,"12,397","1,600",8,0,96.85%,1.35%,Revival,6,1,Spring,5
The Who's Tommy,2024-05-26,Nederlander Theatre,"$838,727.75",,"-$130,666.50",$112.45,$299.00,"7,459","1,175",8,0,79.35%,-2.25%,Revival,13,1,Spring,5
The Outsiders,2024-05-26,Bernard B. Jacobs Theatre,"$1,023,984.51",,"$33,983.96",$122.35,$278.00,"8,369","1,024",8,0,102.16%,1.19%,Original,31,1,Spring,5
The Notebook,2024-05-26,Gerald Schoenfeld Theatre,"$720,654.40",,"-$64,282.80",$98.18,$323.00,"7,340","1,017",8,0,90.22%,1.45%,Original,9,1,Spring,5
The Lion King,2024-05-26,Minskoff Theatre,"$2,220,841.55",,"$190,426.05",$170.55,$277.00,"13,022","1,696",8,0,95.98%,-0.40%,Original,32,1,Spring,5
The Heart of Rock and Roll,2024-05-26,James Earl Jones Theatre,"$309,673.20",,"$22,444.70",$56.95,$267.00,"5,438","1,054",8,0,64.49%,2.74%,Original,4,1,Spring,5
The Great Gatsby,2024-05-26,Broadway Theatre,"$1,180,827.75",,"-$98,828.66",$106.58,$277.00,"11,079","1,485",8,0,93.26%,-4.40%,Original,7,1,Spring,5
The Book of Mormon,2024-05-26,Eugene O'Neill Theatre,"$982,758.46",,"$27,452.88",$119.60,$0.00,"8,217","1,066",8,0,96.35%,-0.61%,Original,36,1,Spring,5
Suffs,2024-05-26,Music Box Theatre,"$758,495.15",,"-$61,727.40",$102.47,$278.00,"7,402",973,8,0,95.09%,2.17%,Original,23,1,Spring,5
Stereophonic,2024-05-26,John Golden Theatre,"$784,151.20",,"$3,285.72",$126.60,$348.00,"6,194",778,8,0,99.52%,0.05%,Original,37,1,Spring,5
SIX: The Musical,2024-05-26,Lena Horne Theatre,"$878,704.30",,"$34,016.10",$116.86,$249.00,"7,519","1,031",8,0,91.16%,-0.40%,One Act,28,1,Spring,5
Patriots,2024-05-26,Ethel Barrymore Theatre,"$337,099.85",,"-$55,350.45",$59.52,$273.00,"5,664","1,035",8,0,68.41%,1.48%,Original,10,1,Spring,5
Moulin Rouge! The Musical,2024-05-26,Al Hirschfeld Theatre,"$1,112,590.68",,"-$60,051.80",$109.14,$0.00,"10,194","1,300",8,0,98.02%,-1.14%,Original,24,1,Spring,5
Mother Play,2024-05-26,Helen Hayes Theater,"$451,737.00",,"-$186,154.00",$134.25,$297.00,"3,365",581,6,0,96.53%,-1.88%,One Act,14,1,Spring,5
MJ The Musical,2024-05-26,Neil Simon Theatre,"$1,500,184.50",,"-$23,695.25",$143.83,$329.00,"10,430","1,387",8,0,94.00%,-0.63%,Original,30,1,Spring,5
Merrily We Roll Along,2024-05-26,Hudson Theatre,"$1,612,607.00",,"$29,688.00",$208.67,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Spring,5
Mary Jane,2024-05-26,Samuel J. Friedman Theatre,"$491,146.00",,"-$6,776.00",$100.07,$299.00,"4,908",643,8,0,95.41%,-1.52%,One Act,10,1,Spring,5
Illinoise,2024-05-26,St. James Theatre,"$720,408.55",,"-$96,070.30",$88.07,$0.00,"8,180","1,337",7,0,87.40%,-2.96%,One Act,12,1,Spring,5
Home,2024-05-26,Todd Haimes Theatre,"$99,866.00",,"$33,796.40",$27.53,$0.00,"3,628",740,0,7,70.04%,-5.46%,One Act,3,1,Spring,5
Hell's Kitchen,2024-05-26,Sam S. Shubert Theatre,"$1,554,417.45",,"-$3,016.90",$132.23,$323.00,"11,755","1,457",8,0,100.85%,0.34%,Original,26,1,Spring,5
Harry Potter and the Cursed Child,2024-05-26,Lyric Theatre,"$1,222,674.00",,"$161,999.15",$114.57,$299.00,"10,672","1,622",8,0,82.24%,-2.69%,Original,33,1,Spring,5
Hamilton,2024-05-26,Richard Rodgers Theatre,"$1,804,220.50",,"-$53,911.50",$169.78,$399.00,"10,627","1,324",8,0,100.33%,0.18%,Original,46,1,Spring,5
Hadestown,2024-05-26,Walter Kerr Theatre,"$918,577.85",,"$84,745.75",$125.04,$0.00,"7,346",918,8,0,100.03%,0.10%,Original,39,1,Spring,5
Chicago,2024-05-26,Ambassador Theatre,"$628,161.61",,"-$7,546.62",$102.46,$237.00,"6,131","1,080",8,0,70.96%,-0.98%,Revival,25,1,Spring,5
Cabaret,2024-05-26,August Wilson Theatre,"$1,721,759.90",,"-$243,584.10",$201.21,$0.00,"8,557","1,070",8,0,99.96%,0.01%,Revival,22,1,Spring,5
Back To The Future,2024-05-26,Winter Garden Theatre,"$1,026,616.25",,"$96,107.88",$90.94,$267.00,"11,289","1,478",8,0,95.48%,14.18%,Broadway,7,1,Spring,5
Appropriate,2024-05-26,Belasco Theatre,"$767,961.50",,"-$34,076.00",$121.46,$297.00,"6,323",813,8,0,97.22%,2.56%,Original,23,1,Spring,5
An Enemy of the People,2024-05-26,Circle in the Square Theatre,"$1,044,930.80",,"-$26,529.90",$153.26,$480.00,"6,818",828,8,0,102.93%,-0.27%,Drama,13,1,Spring,5
Aladdin,2024-05-26,New Amsterdam Theatre,"$1,356,415.20",,"$82,535.10",$104.76,$215.50,"12,948","1,727",8,0,93.72%,1.25%,Original,23,1,Spring,5
"A Beautiful Noise, The Neil Diamond Musical",2024-05-26,Broadhurst Theatre,"$836,991.54",,"-$131,227.31",$137.26,$348.00,"6,098","1,153",8,0,66.11%,-2.54%,Original,10,1,Spring,5
& Juliet,2024-05-26,Stephen Sondheim Theatre,"$877,626.00",,"-$26,614.50",$116.40,$323.00,"7,540","1,026",8,0,91.86%,0.74%,Original,22,1,Spring,5
Wicked,2024-05-19,Gershwin Theatre,"$1,847,043.00",,"$125,689.00",$131.43,$275.00,"14,053","1,807",8,0,97.21%,3.74%,Original,33,1,Spring,5
Water For Elephants,2024-05-19,Imperial Theatre,"$1,101,619.15",,"$27,612.66",$117.66,$278.00,"9,363","1,385",8,0,84.50%,0.63%,Original,23,1,Spring,5
Uncle Vanya,2024-05-19,Vivian Beaumont Theater,"$1,053,162.00",,"$138,487.00",$128.81,$299.00,"8,176","1,047",8,0,97.61%,11.03%,Revival,5,1,Spring,5
The Wiz,2024-05-19,Marquis Theatre,"$1,497,306.70",,"-$70,325.60",$122.49,$399.00,"12,224","1,600",8,0,95.50%,0.26%,Revival,6,1,Spring,5
The Who's Tommy,2024-05-19,Nederlander Theatre,"$969,394.25",,"-$21,633.25",$126.39,$299.00,"7,670","1,175",8,0,81.60%,-3.63%,Revival,13,1,Spring,5
The Outsiders,2024-05-19,Bernard B. Jacobs Theatre,"$990,000.55",,"-$33,825.95",$119.81,$278.00,"8,263","1,023",8,0,100.97%,0.79%,Original,31,1,Spring,5
The Notebook,2024-05-19,Gerald Schoenfeld Theatre,"$784,937.20",,"-$1,550.30",$108.69,$323.00,"7,222","1,017",8,0,88.77%,1.50%,Original,9,1,Spring,5
The Lion King,2024-05-19,Minskoff Theatre,"$2,030,415.50",,"-$84,071.05",$155.27,$277.00,"13,077","1,696",8,0,96.38%,0.49%,Original,32,1,Spring,5
The Heart of Rock and Roll,2024-05-19,James Earl Jones Theatre,"$287,228.50",,"-$31,801.08",$55.16,$267.00,"5,207","1,054",8,0,61.75%,-8.04%,Original,4,1,Spring,5
The Great Gatsby,2024-05-19,Broadway Theatre,"$1,279,656.41",,"$99,154.06",$110.30,$303.00,"11,602","1,485",8,0,97.66%,6.86%,Original,7,1,Spring,5
The Book of Mormon,2024-05-19,Eugene O'Neill Theatre,"$955,305.58",,"$73,481.49",$115.53,$0.00,"8,269","1,066",8,0,96.96%,2.06%,Original,36,1,Spring,5
Suffs,2024-05-19,Music Box Theatre,"$820,222.55",,"$17,799.95",$113.40,$278.00,"7,233",973,8,0,92.92%,-0.13%,Original,23,1,Spring,5
Stereophonic,2024-05-19,John Golden Theatre,"$780,865.48",,"$96,954.93",$126.13,$348.00,"6,191",778,8,0,99.47%,0.68%,Original,37,1,Spring,5
SIX: The Musical,2024-05-19,Lena Horne Theatre,"$844,688.20",,"-$5,611.00",$111.85,$249.00,"7,552","1,031",8,0,91.56%,1.22%,One Act,28,1,Spring,5
Patriots,2024-05-19,Ethel Barrymore Theatre,"$392,450.30",,"-$11,696.90",$70.81,$273.00,"5,542","1,035",8,0,66.93%,1.62%,Original,10,1,Spring,5
Moulin Rouge! The Musical,2024-05-19,Al Hirschfeld Theatre,"$1,172,642.48",,"-$355,988.44",$113.71,$0.00,"10,313","1,300",8,0,99.16%,-0.90%,Original,24,1,Spring,5
Mother Play,2024-05-19,Helen Hayes Theater,"$637,891.00",,"$34,324.25",$139.46,$297.00,"4,574",581,8,0,98.41%,1.06%,One Act,14,1,Spring,5
MJ The Musical,2024-05-19,Neil Simon Theatre,"$1,523,879.75",,"-$85,829.75",$145.13,$329.00,"10,500","1,387",8,0,94.63%,-1.56%,Original,30,1,Spring,5
Merrily We Roll Along,2024-05-19,Hudson Theatre,"$1,582,919.00",,"$64,733.00",$204.83,$649.00,"7,728",966,8,0,100.00%,0.00%,Revival,13,1,Spring,5
Mary Jane,2024-05-19,Samuel J. Friedman Theatre,"$497,922.00",,$70.00,$99.86,$299.00,"4,986",643,8,0,96.93%,0.39%,One Act,10,1,Spring,5
Lempicka,2024-05-19,Longacre Theatre,"$588,388.30",,"$168,916.05",$72.51,$248.00,"8,115","1,047",8,0,96.88%,9.54%,Original,6,1,Spring,5
Illinoise,2024-05-19,St. James Theatre,"$816,478.85",,"$136,741.90",$96.54,$0.00,"8,457","1,337",7,0,90.36%,-3.91%,One Act,12,1,Spring,5
Home,2024-05-19,Todd Haimes Theatre,"$66,069.60",,$0.00,$39.42,$225.00,"1,676",740,0,3,75.50%,0.00%,One Act,3,1,Spring,5
Hell's Kitchen,2024-05-19,Sam S. Shubert Theatre,"$1,557,434.35",,"$53,625.57",$132.93,$323.00,"11,716","1,457",8,0,100.51%,-0.50%,Original,26,1,Spring,5
Harry Potter and the Cursed Child,2024-05-19,Lyric Theatre,"$1,060,674.85",,"$70,651.25",$96.24,$299.00,"11,021","1,622",8,0,84.93%,3.83%,Original,33,1,Spring,5
Hamilton,2024-05-19,Richard Rodgers Theatre,"$1,858,132.00",,"$134,230.75",$175.16,$399.00,"10,608","1,324",8,0,100.15%,0.11%,Original,46,1,Spring,5
Hadestown,2024-05-19,Walter Kerr Theatre,"$833,832.10",,"$23,764.15",$113.62,$0.00,"7,339",918,8,0,99.93%,2.15%,Original,39,1,Spring,5
Chicago,2024-05-19,Ambassador Theatre,"$635,708.23",,"-$74,847.58",$102.27,$237.00,"6,216","1,080",8,0,71.94%,-7.33%,Revival,25,1,Spring,5
Cabaret,2024-05-19,August Wilson Theatre,"$1,965,344.00",,"-$44,004.50",$229.70,$0.00,"8,556","1,070",8,0,99.95%,0.07%,Revival,22,1,Spring,5
Back To The Future,2024-05-19,Winter Garden Theatre,"$930,508.37",,"$57,726.07",$96.80,$267.00,"9,613","1,478",8,0,81.30%,2.46%,Broadway,7,1,Spring,5
Appropriate,2024-05-19,Belasco Theatre,"$802,037.50",,"$99,351.50",$130.26,$297.00,"6,157",813,8,0,94.66%,3.75%,Original,23,1,Spring,5
An Enemy of the People,2024-05-19,Circle in the Square Theatre,"$1,071,460.70",,"$11,275.50",$156.74,$480.00,"6,836",828,8,0,103.20%,-0.05%,Drama,13,1,Spring,5
Aladdin,2024-05-19,New Amsterdam Theatre,"$1,273,880.10",,-$479.50,$99.71,$215.50,"12,776","1,727",8,0,92.47%,-2.21%,Original,23,1,Spring,5
"A Beautiful Noise, The Neil Diamond Musical",2024-05-19,Broadhurst Theatre,"$968,218.85",,"$38,283.55",$152.91,$348.00,"6,332","1,153",8,0,68.65%,1.42%,Original,10,1,Spring,5
& Juliet,2024-05-19,Stephen Sondheim Theatre,"$904,240.50",,"-$62,696.00",$120.90,$323.00,"7,479","1,026",8,0,91.12%,2.79%,Original,22,1,Spring,5
Wicked,2024-05-12,Gershwin Theatre,"$1,721,354.00",,"$135,349.00",$127.39,$275.00,"13,512","1,807",8,0,93.47%,4.29%,Original,33,1,Spring,5
Water For Elephants,2024-05-12,Imperial Theatre,"$1,074,006.49",,"$63,952.44",$115.57,$278.00,"9,293","1,385",8,0,83.87%,1.09%,Original,23,1,Spring,5
Uncle Vanya,2024-05-12,Vivian Beaumont Theater,"$914,675.00",,"-$83,365.00",$126.13,$299.00,"7,252","1,047",8,0,86.58%,-5.84%,Revival,5,1,Spring,5
The Wiz,2024-05-12,Marquis Theatre,"$1,567,632.30",,"$109,154.05",$128.59,$399.00,"12,191","1,600",8,0,95.24%,0.52%,Revival,6,1,Spring,5
The Who's Tommy,2024-05-12,Nederlander Theatre,"$991,027.50",,"$80,673.50",$123.69,$299.00,"8,012","1,175",8,0,85.23%,7.22%,Revival,13,1,Spring,5
The Outsiders,2024-05-12,Bernard B. Jacobs Theatre,"$1,023,826.50",,"$129,650.20",$124.87,$278.00,"8,199","1,023",8,0,100.18%,1.77%,Original,31,1,Spring,5
The Notebook,2024-05-12,Gerald Schoenfeld Theatre,"$786,487.50",,"$113,057.50",$110.77,$323.00,"7,100","1,017",8,0,87.27%,4.56%,Original,9,1,Spring,5
The Lion King,2024-05-12,Minskoff Theatre,"$2,114,486.55",,"$78,528.25",$162.52,$277.00,"13,011","1,696",8,0,95.89%,2.44%,Original,32,1,Spring,5
The Heart of Rock and Roll,2024-05-12,James Earl Jones Theatre,"$319,029.58",,"$31,973.48",$54.21,$267.00,"5,885","1,054",8,0,69.79%,-0.75%,Original,4,1,Spring,5
The Great Gatsby,2024-05-12,Broadway Theatre,"$1,180,502.35",,"$130,718.50",$109.44,$327.00,"10,787","1,485",8,0,90.80%,7.26%,Original,7,1,Spring,5
The Book of Mormon,2024-05-12,Eugene O'Neill Theatre,"$881,824.09",,"$64,249.73",$108.96,$0.00,"8,093","1,066",8,0,94.90%,4.73%,Original,36,1,Spring,5
Suffs,2024-05-12,Music Box Theatre,"$802,422.60",,"$171,641.50",$110.79,$278.00,"7,243",973,8,0,93.05%,12.33%,Original,23,1,Spring,5
